date,open,high,low,close,volume
2025-05-30 09:15:00,5495.5,5532.0,5437.5,5510.5,401901.0
2025-06-02 09:15:00,5515.0,5722.0,5511.5,5605.0,625172.0
2025-06-03 09:15:00,5605.0,5639.0,5545.5,5575.5,166545.0
2025-06-04 09:15:00,5580.0,5595.0,5520.5,5542.0,334358.0
2025-06-05 09:15:00,5542.0,5611.0,5520.5,5600.0,218004.0
2025-06-06 09:15:00,5606.5,5645.5,5555.0,5607.5,152475.0
2025-06-09 09:15:00,5639.0,5721.0,5588.5,5697.0,174499.0
2025-06-10 09:15:00,5731.0,5731.0,5657.0,5667.0,456712.0
2025-06-11 09:15:00,5660.0,5700.0,5634.0,5650.0,138866.0
2025-06-12 09:15:00,5698.0,5698.0,5560.0,5569.5,305696.0
2025-06-13 09:15:00,5509.0,5593.5,5425.0,5570.0,324985.0
2025-06-16 09:15:00,5552.0,5572.0,5514.5,5560.5,239006.0
2025-06-17 09:15:00,5550.0,5597.0,5530.0,5568.5,277917.0
2025-06-18 09:15:00,5575.0,5619.5,5545.0,5572.5,220971.0
2025-06-19 09:15:00,5587.0,5609.5,5522.5,5558.0,114523.0
2025-06-20 09:15:00,5564.0,5600.0,5511.0,5587.0,395396.0
2025-06-23 09:15:00,5551.0,5589.0,5450.5,5569.5,221233.0
2025-06-24 09:15:00,5600.0,5638.0,5555.5,5617.0,183157.0
2025-06-25 09:15:00,5630.0,5734.5,5610.5,5708.0,282474.0
2025-06-26 09:15:00,5725.0,5840.0,5710.0,5828.0,456290.0
2025-06-27 09:15:00,5849.0,5849.0,5748.0,5794.5,350140.0
2025-06-30 09:15:00,5800.0,5860.0,5761.0,5851.0,257865.0
2025-07-01 09:15:00,5865.0,5869.5,5721.0,5743.5,178343.0
2025-07-02 09:15:00,5747.5,5832.5,5677.5,5790.0,300622.0
2025-07-03 09:15:00,5799.5,5887.5,5781.0,5794.5,224236.0
2025-07-04 09:15:00,5819.5,5844.0,5756.5,5771.5,145106.0
2025-07-07 09:15:00,5800.0,5899.5,5788.0,5884.0,259829.0
2025-07-08 09:15:00,5890.0,5922.0,5811.5,5839.0,423998.0
2025-07-09 09:15:00,5858.0,5900.0,5813.5,5882.0,232000.0
2025-07-10 09:15:00,5905.0,5930.5,5850.5,5878.0,191446.0
2025-07-11 09:15:00,5878.0,5904.5,5717.0,5758.5,175941.0
2025-07-14 09:15:00,5767.0,5808.5,5744.0,5778.0,218865.0
2025-07-15 09:15:00,5800.0,5820.0,5762.0,5785.5,164143.0
2025-07-16 09:15:00,5785.5,5829.0,5736.0,5786.5,261589.0
2025-07-17 09:15:00,5792.5,5860.0,5785.5,5807.5,196555.0
2025-07-18 09:15:00,5807.5,5820.0,5726.0,5735.5,196043.0
2025-07-21 09:15:00,5735.0,5741.0,5669.0,5681.5,329167.0
2025-07-22 09:15:00,5695.5,5738.5,5634.0,5708.5,235846.0
2025-07-23 09:15:00,5737.0,5757.0,5670.0,5719.5,246735.0
2025-07-24 09:15:00,5724.5,5751.5,5651.5,5673.0,229097.0
2025-07-25 09:15:00,5673.0,5698.0,5570.0,5594.0,233003.0
2025-07-28 09:15:00,5596.5,5669.0,5571.0,5624.5,173142.0
2025-07-29 09:15:00,5601.5,5655.0,5572.0,5626.0,363002.0
2025-07-30 09:15:00,5627.0,5758.5,5627.0,5747.0,176798.0
2025-07-31 09:15:00,5746.0,5825.0,5719.5,5771.0,344973.0
2025-08-01 09:15:00,5799.5,5899.0,5776.5,5798.0,244870.0
2025-08-04 09:15:00,5752.5,5802.0,5714.0,5787.0,189672.0
2025-08-05 09:15:00,5795.0,5795.0,5610.5,5635.5,380387.0
2025-08-06 09:15:00,5599.5,5625.0,5371.0,5402.5,1123534.0
2025-08-07 09:15:00,5380.5,5560.0,5380.5,5476.5,795974.0
2025-08-08 09:15:00,5479.5,5503.0,5380.0,5387.0,551451.0
2025-08-11 09:15:00,5361.0,5400.0,5310.5,5381.5,598841.0
2025-08-12 09:15:00,5390.5,5390.5,5317.5,5338.0,323204.0
2025-08-13 09:15:00,5363.5,5393.0,5299.0,5375.5,388683.0
2025-08-14 09:15:00,5395.0,5398.5,5298.0,5302.5,215308.0
2025-08-18 09:15:00,5400.0,5667.0,5400.0,5439.0,509058.0
2025-08-19 09:15:00,5446.0,5513.0,5399.0,5499.0,153026.0
2025-08-20 09:15:00,5482.0,5734.5,5475.5,5701.0,453573.0
2025-08-21 09:15:00,5701.0,5711.5,5586.0,5597.5,273141.0
2025-08-22 09:15:00,5622.0,5667.5,5525.5,5545.5,269981.0
2025-08-25 09:15:00,5565.5,5608.5,5545.0,5550.5,145718.0
2025-08-26 09:15:00,5574.5,5794.5,5574.5,5765.5,1307463.0
2025-08-28 09:15:00,5765.5,5780.0,5702.5,5721.0,379247.0
2025-08-29 09:15:00,5671.0,5893.5,5671.0,5824.0,699161.0
2025-09-01 09:15:00,5838.5,5873.0,5779.0,5846.5,210421.0
2025-09-02 09:15:00,5840.0,5920.5,5823.0,5891.5,492611.0
2025-09-03 09:15:00,5891.0,5928.5,5865.0,5908.0,399664.0
2025-09-04 09:15:00,6201.0,6336.0,6053.5,6083.0,1385580.0
2025-09-05 09:15:00,6066.0,6104.5,5998.5,6076.0,352302.0
2025-09-08 09:15:00,6117.5,6178.0,6065.0,6115.5,250083.0
2025-09-09 09:15:00,6116.0,6165.0,6088.0,6142.5,216456.0
2025-09-10 09:15:00,6144.5,6238.5,6117.0,6199.0,346491.0
2025-09-11 09:15:00,6180.0,6319.5,6150.0,6300.5,406083.0
2025-09-12 09:15:00,6276.0,6285.5,6207.0,6247.0,212051.0
2025-09-15 09:15:00,6250.0,6270.0,6202.5,6212.0,166253.0
2025-09-16 09:15:00,6219.5,6225.0,6180.0,6202.5,261236.0
2025-09-17 09:15:00,6202.5,6205.0,6035.0,6097.5,713445.0
2025-09-18 09:15:00,6105.0,6129.0,6062.0,6100.5,267540.0
2025-09-19 09:15:00,6105.5,6110.0,6048.0,6069.5,345995.0
2025-09-22 09:15:00,6075.0,6108.0,6025.0,6056.5,394394.0
2025-09-23 09:15:00,6066.5,6069.5,5927.0,5934.0,333112.0
2025-09-24 09:15:00,5935.0,6050.0,5905.5,5970.5,360372.0
2025-09-25 09:15:00,5970.5,6036.0,5939.5,5953.5,374676.0
2025-09-26 09:15:00,5955.0,5980.5,5900.0,5920.5,189383.0
2025-09-29 09:15:00,5900.0,5990.0,5841.0,5929.0,259852.0
2025-09-30 09:15:00,5953.0,6031.0,5917.5,5991.0,298070.0
2025-10-01 09:15:00,5960.5,6018.0,5904.0,5966.5,324111.0
2025-10-03 09:15:00,5965.0,6014.0,5931.5,5992.5,268735.0
2025-10-06 09:15:00,6015.5,6034.0,5957.5,6011.0,197199.0
2025-10-07 09:15:00,6012.0,6036.0,5867.0,5887.0,240923.0
2025-10-08 09:15:00,5855.0,5902.0,5801.5,5836.0,239639.0
2025-10-09 09:15:00,5836.0,5893.0,5795.5,5876.0,231585.0
2025-10-10 09:15:00,5874.5,5920.0,5858.5,5871.5,228395.0
2025-10-13 09:15:00,5871.5,5953.0,5848.0,5862.0,238217.0
2025-10-14 09:15:00,5869.0,5885.0,5794.0,5800.5,176227.0
2025-10-15 09:15:00,5815.0,5880.5,5782.0,5857.5,221062.0
2025-10-16 09:15:00,5876.0,6040.5,5858.0,6025.5,364305.0
2025-10-17 09:15:00,6037.0,6149.0,5994.0,6083.0,392965.0
2025-10-20 09:15:00,6124.0,6148.0,6062.5,6070.0,181283.0
2025-10-21 13:45:00,6108.0,6108.0,6050.0,6075.0,9159.0
2025-10-23 09:15:00,6075.0,6145.0,6049.0,6068.0,255605.0
2025-10-24 09:15:00,6068.0,6069.5,5987.0,6053.0,82081.0
2025-10-27 09:15:00,6053.0,6053.0,5811.5,5912.0,433152.0
2025-10-28 09:15:00,5939.0,5939.0,5806.5,5861.0,392984.0
2025-10-29 09:15:00,5894.0,5906.0,5840.0,5852.5,119742.0
2025-10-30 09:15:00,5850.0,5869.5,5792.0,5859.5,258697.0
2025-10-31 09:15:00,5878.0,5905.0,5825.0,5836.5,264794.0
2025-11-03 09:15:00,5834.0,5899.5,5775.0,5820.5,279737.0
2025-11-04 09:15:00,5820.5,5920.0,5805.0,5892.5,363441.0
2025-11-06 09:15:00,6186.0,6191.5,5993.5,6013.5,1038063.0
2025-11-07 09:15:00,5970.0,6169.5,5913.5,6157.5,715809.0
2025-11-10 09:15:00,6190.0,6261.5,6121.5,6133.5,395489.0
2025-11-11 09:15:00,5950.0,5965.0,5723.0,5950.5,2154927.0
2025-11-12 09:15:00,5950.5,5970.0,5841.0,5880.0,609987.0
2025-11-13 09:15:00,5902.0,5918.0,5835.5,5851.5,361321.0
2025-11-14 09:15:00,5851.0,5851.0,5750.0,5803.5,415356.0
2025-11-17 09:15:00,5803.5,5850.0,5782.0,5830.5,332821.0
2025-11-18 09:15:00,5818.0,5862.0,5805.5,5840.0,262201.0
2025-11-19 09:15:00,5850.0,5882.5,5804.5,5874.5,280409.0
2025-11-20 09:15:00,5882.0,5900.0,5763.5,5819.0,641980.0
2025-11-21 09:15:00,5816.0,5855.0,5764.5,5813.0,320317.0
2025-11-24 09:15:00,5815.0,5849.0,5785.0,5815.5,696665.0
2025-11-25 09:15:00,5815.5,5878.0,5790.0,5867.0,309271.0
2025-11-26 09:15:00,5865.0,5904.5,5843.0,5880.5,157291.0
2025-11-27 09:15:00,5890.5,5900.0,5815.5,5826.5,156675.0
2025-11-28 09:15:00,5826.5,5852.0,5795.0,5846.0,220417.0
2025-12-01 09:15:00,5825.0,5856.0,5800.0,5813.5,199275.0
2025-12-02 09:15:00,5792.0,5894.0,5792.0,5875.5,290994.0
2025-12-03 09:15:00,5908.0,5908.0,5812.0,5824.5,308053.0
2025-12-04 09:15:00,5840.0,5882.5,5824.5,5876.5,239085.0
2025-12-05 09:15:00,5855.0,5974.0,5838.5,5961.0,244408.0
2025-12-08 09:15:00,5961.0,5985.0,5825.0,5847.5,185407.0
2025-12-09 09:15:00,5850.0,5893.0,5780.0,5884.0,174714.0
2025-12-10 09:15:00,5904.0,5966.0,5812.0,5828.5,329466.0
2025-12-11 09:15:00,5840.0,5895.0,5813.0,5847.0,115481.0
2025-12-12 09:15:00,5848.0,5925.5,5830.0,5915.5,202721.0
2025-12-15 09:15:00,5915.5,6055.0,5857.0,6038.0,244119.0
2025-12-16 09:15:00,6059.5,6145.0,6032.0,6066.0,284337.0
2025-12-17 09:15:00,6060.0,6116.0,6051.0,6096.0,298257.0
2025-12-18 09:15:00,6132.0,6134.5,6012.5,6040.5,199067.0
2025-12-19 09:15:00,6020.0,6116.0,5992.5,6103.0,179450.0
2025-12-22 09:15:00,6102.5,6102.5,6066.0,6083.0,206588.0
2025-12-23 09:15:00,6083.0,6119.0,6030.0,6061.0,216840.0
2025-12-24 09:15:00,6065.0,6078.0,6004.0,6030.0,97580.0
2025-12-26 09:15:00,6006.5,6069.5,6002.0,6032.5,65992.0
2025-12-29 09:15:00,6039.0,6065.5,6005.0,6041.5,103209.0
2025-12-30 09:15:00,6045.0,6045.5,5980.0,6013.0,205456.0
2025-12-31 09:15:00,6013.0,6070.0,5995.0,6031.0,179577.0
2026-01-01 09:15:00,6031.0,6063.0,5992.0,6009.5,138484.0
2026-01-02 09:15:00,6009.5,6033.0,5941.5,5984.5,265702.0
2026-01-05 09:15:00,5970.0,6092.0,5930.5,6026.5,468880.0
2026-01-06 09:15:00,6040.0,6142.5,5948.5,6129.5,300112.0
2026-01-07 09:15:00,6200.0,6271.0,6157.5,6185.0,437361.0
2026-01-08 09:15:00,6155.0,6158.5,5945.5,6033.5,641813.0
2026-01-09 09:15:00,6033.5,6106.5,5930.0,5977.5,139764.0
2026-01-12 09:15:00,5977.5,6000.5,5905.0,5943.5,228799.0
2026-01-13 09:15:00,5930.0,5970.0,5896.0,5918.0,327794.0
2026-01-14 09:15:00,5893.5,5945.5,5868.0,5906.5,307200.0
2026-01-16 09:15:00,5875.0,5944.0,5862.0,5898.5,453904.0
2026-01-19 09:15:00,5898.5,5970.0,5879.0,5943.5,145915.0
2026-01-20 09:15:00,5943.5,5994.5,5862.0,5884.0,350070.0
2026-01-21 09:15:00,5870.0,5899.0,5787.0,5802.5,662863.0
2026-01-22 09:15:00,5850.0,5975.0,5819.0,5932.0,435081.0
2026-01-23 09:15:00,5950.0,5964.0,5813.5,5835.0,142248.0
2026-01-27 09:15:00,5839.0,5925.0,5805.0,5886.0,1044402.0
2026-01-28 09:15:00,5924.0,5924.0,5680.0,5748.5,442618.0
2026-01-29 09:15:00,5711.5,5733.0,5693.0,5723.0,343244.0
2026-01-30 09:15:00,5723.0,5887.5,5710.5,5860.5,806045.0
2026-02-01 09:15:00,5886.0,5909.0,5710.0,5757.5,131755.0
2026-02-02 09:15:00,5733.0,5899.0,5697.5,5888.5,279213.0
2026-02-03 09:15:00,5920.0,5975.5,5821.0,5882.0,349825.0
2026-02-04 09:15:00,5899.5,5965.0,5855.0,5879.0,160343.0
2026-02-05 09:15:00,5855.0,5946.5,5844.5,5870.5,275290.0
2026-02-06 09:15:00,5870.0,5917.0,5805.0,5911.0,186858.0
2026-02-09 09:15:00,5900.5,5915.5,5792.5,5843.0,331118.0
2026-02-10 09:15:00,5874.0,5893.5,5847.0,5873.5,276901.0
2026-02-11 09:15:00,6000.0,6156.0,5973.5,6019.0,771051.0
2026-02-12 09:15:00,6057.0,6148.0,6020.0,6102.0,455997.0
2026-02-13 09:15:00,6080.0,6098.5,5968.0,5980.5,159821.0
2026-02-16 09:15:00,5980.0,6134.0,5964.5,6106.0,255274.0
2026-02-17 09:15:00,6106.0,6154.5,6066.5,6145.5,164220.0
2026-02-18 09:15:00,6161.0,6190.0,6116.0,6176.0,193569.0
2026-02-19 09:15:00,6170.0,6198.0,6093.5,6108.5,127940.0
2026-02-20 09:15:00,6109.0,6137.5,6066.5,6098.5,388361.0
2026-02-23 09:15:00,6136.0,6150.0,6042.0,6122.5,225252.0
2026-02-24 09:15:00,6083.0,6173.5,6065.5,6162.5,193510.0
2026-02-25 09:15:00,6170.0,6208.5,6140.0,6158.0,253773.0
2026-02-26 09:15:00,6158.0,6187.0,6070.0,6137.0,245317.0
2026-02-27 09:15:00,6135.5,6142.5,5975.0,6002.5,350612.0
2026-03-02 09:15:00,5866.0,6001.0,5866.0,5959.0,185417.0
2026-03-04 09:15:00,5901.5,5924.0,5845.5,5889.5,293377.0
2026-03-05 09:15:00,5899.0,5997.5,5851.0,5963.0,211179.0
2026-03-06 09:15:00,5948.0,6013.0,5926.5,5983.0,348722.0
2026-03-09 09:15:00,5930.0,5932.5,5815.5,5890.0,245594.0
2026-03-10 09:15:00,5911.0,5995.0,5911.0,5968.0,283327.0
2026-03-11 09:15:00,5981.0,5995.0,5900.0,5921.5,298621.0
2026-03-12 09:15:00,5910.0,5910.0,5713.0,5787.0,996754.0
2026-03-13 09:15:00,5750.0,5881.0,5727.0,5808.5,738522.0
2026-03-16 09:15:00,5808.5,5872.5,5764.5,5842.0,350827.0
2026-03-17 09:15:00,5849.0,5868.5,5801.5,5857.5,260165.0
2026-03-18 09:15:00,5860.5,5914.0,5842.0,5885.0,301564.0
2026-03-19 09:15:00,5799.0,5852.0,5642.5,5673.5,234382.0
2026-03-20 09:15:00,5735.0,5749.5,5592.0,5618.5,462806.0
2026-03-23 09:15:00,5590.0,5590.5,5475.5,5490.0,316325.0
2026-03-24 09:15:00,5590.0,5600.0,5404.5,5513.5,542905.0
2026-03-25 09:15:00,5536.5,5737.5,5536.5,5647.0,342559.0
2026-03-27 09:15:00,5600.0,5627.0,5483.0,5500.0,378825.0
2026-03-30 09:15:00,5480.0,5533.0,5364.5,5423.0,783793.0
2026-04-01 09:15:00,5520.0,5538.0,5433.5,5474.0,252740.0
2026-04-02 09:15:00,5460.0,5471.0,5351.5,5442.0,444248.0
2026-04-06 09:15:00,5420.0,5548.0,5402.0,5535.0,228390.0
2026-04-07 09:15:00,5493.0,5552.5,5384.0,5542.0,204113.0
2026-04-08 09:15:00,5698.5,5698.5,5556.0,5594.5,482250.0
2026-04-09 09:15:00,5620.0,5659.5,5430.5,5475.0,624921.0
2026-04-10 09:15:00,5500.0,5570.0,5405.0,5557.5,339513.0
2026-04-13 09:15:00,5526.5,5613.0,5444.0,5589.0,350782.0
2026-04-15 09:15:00,5670.0,5724.0,5600.5,5654.5,542939.0
2026-04-16 09:15:00,5640.0,5705.5,5534.5,5586.0,455115.0
2026-04-17 09:15:00,5601.5,5750.0,5568.5,5735.5,345936.0
2026-04-20 09:15:00,5736.0,5762.5,5640.5,5700.0,610941.0
2026-04-21 09:15:00,5715.0,5864.5,5685.0,5837.5,270416.0
2026-04-22 09:15:00,5874.0,5924.0,5716.5,5729.5,550506.0
2026-04-23 09:15:00,5724.0,5728.0,5640.5,5671.5,408915.0
2026-04-24 09:15:00,5707.5,5753.5,5665.5,5730.5,470926.0
2026-04-27 09:15:00,5750.0,5804.0,5689.0,5717.5,658091.0
2026-04-28 09:15:00,5723.0,5735.0,5641.0,5662.0,249233.0
2026-04-29 09:15:00,5674.0,5734.5,5665.0,5709.0,363567.0
2026-04-30 09:15:00,5720.0,5752.0,5644.0,5726.0,269033.0
